-0.293454 -0.077683
+0.192278 -0.385303
+0.215121 -0.453023
-0.708003 +0.598921
-0.618827 -0.633240
-0.302208 +0.788516
+0.366288 +0.197219
+0.015466 -0.054799
+0.839646 -0.077475
-0.022659 -0.826667
+0.011180 -0.095151
-0.169924 +0.090942
-0.723016 +0.275273
-0.158212 +0.926508
+0.525533 +0.638848
-0.152265 +0.887995
+0.536887 -0.542467
+0.075444 -0.019096
+0.037138 +0.170526
+0.891998 -0.194687
+0.569771 +0.136509
+0.214911 +0.008895
-0.045040 -0.991182
+0.014261 -0.307752
-0.394334 +0.431612
-0.912007 -0.101301
-0.314824 +0.758743
+0.189729 +0.770303
+0.274696 +0.815407
-0.470795 -0.651897
-0.424615 -0.507007
+0.318960 +0.761299
-0.851362 -0.836730
+0.250881 +0.556006
+0.785872 +0.143483
+0.729735 +0.653350
-0.169929 -0.004289
-0.093336 -0.700033
+0.564007 -0.736443
+0.360530 -0.565913
+0.702600 +0.603456
-0.421719 +0.170318
-0.594088 -0.843255
+0.506415 -0.685827
+0.453371 -0.200698
+0.045462 +0.073389
+0.854133 -0.590080
-0.208460 +0.418345
-0.201373 -0.471860
-0.330140 -0.663221
+0.630895 -0.548467
+0.242018 -0.407569
+0.555715 -0.093369
+0.447874 -0.577619
-0.050276 -0.982926
+0.138521 +0.120692
-0.409852 -0.389094
+0.503592 -0.128088
-0.774896 +0.328736
-0.380555 +0.014223
-0.263009 -0.390412
+0.308166 -0.646459
+0.641611 -0.450749
+0.254235 +0.921955
-0.697805 -0.012170
-0.544743 +0.499408
-0.569489 +0.599290
+0.265646 +0.715931
+0.460789 +0.482568
+0.689279 +0.707467
+0.202966 -0.758671
+0.224865 -0.686684
-0.287523 -0.405959
+0.657608 +0.411582
-0.966764 -0.409635
-0.730610 +0.631886
-0.475270 +0.143895
-0.729416 +0.699981
+0.337899 -0.937133
-0.706154 -0.325197
-0.729247 -0.448184
-0.634054 -0.541302
+0.294405 +0.073154
-0.693732 +0.448337
-0.483320 +0.848448
-0.141315 +0.924599
+0.899639 +0.236815
+0.157611 +0.962950
-0.646194 -0.580947
-0.147557 +0.014780
+0.405595 +0.834415
+0.016182 -0.032306
-0.747021 +0.821211
-0.278215 +0.034460
-0.835887 -0.744660
+0.110166 -0.432411
+0.470775 +0.313203
+0.349607 -0.163082
+0.379340 -0.428618
-0.244902 -0.064861
-0.832320 -0.799367
+0.414618 +0.478678
+0.740641 -0.049138
+0.872294 +0.641389
+0.044507 +0.031053
+0.986719 -0.217983
+0.795590 -0.521599
-0.271093 -0.265637
-0.553549 +0.496911
-0.409376 -0.387852
+0.341538 +0.225505
-0.653487 +0.845932
-0.309358 +0.613270
-0.772066 -0.119121
-0.743501 -0.020892
+0.868456 +0.142777
-0.345291 +0.687729
+0.355060 -0.506593
-0.635008 -0.587019
+0.433615 -0.226869
-0.314376 +0.277129
-0.599088 -0.876453
-0.461200 +0.604306
+0.362040 +0.805704
-0.589537 -0.352767
+0.021437 +0.297412
+0.331573 +0.747902
+0.333196 +0.026305
+0.585909 -0.621224
-0.176354 +0.015231
+0.867015 -0.073293
-0.059065 -0.703235
+0.723254 -0.264478
-0.681653 -0.544034
-0.390102 -0.444066
-0.697060 +0.520038
+0.284655 +0.189733
-0.075662 +0.348028
+0.089935 -0.470468
+0.851355 +0.731857
-0.405542 +0.051561
+0.393390 -0.294441
-0.675690 -0.325247
+0.033811 +0.256910
-0.464519 +0.835477
+0.702771 -0.526645
-0.515747 -0.161124
-0.016913 -0.260290
-0.574269 +0.262267
-0.080469 -0.445554
+0.227563 +0.654415
-0.179465 -0.271333
-0.294432 -0.523827
+0.033994 -0.655087
-0.811752 +0.887544
